text,Joy,Hate,Love,Sorrow,Anxiety,Surprise,Anger,Expect
我痴痴地想着你，每到夜晚，我都会坐在有你气息的雕花藤椅上，数着天上的星星。,0,0,1,0,0,0,0,0
只是朋友的好意，不能再辜负。,0,0,0,0,0,0,0,1
于是，依旧静静沉浸在自己的伤痛中，在不经意间，让别人更加伤痛。,0,0,0,1,0,0,0,0
我听到你在大喊着我的名字，直到歇斯底里，直到眼泪横流。,0,0,0,1,1,0,0,0
虽然，老父厨艺不错，餐桌上每天都有新花样，他会早早地跑到江边去渔夫手上买新鲜的武昌鱼，跑到回民区买不加水的牛肉…然后精心细做，才到家门口便闻饭菜香，但是，妈不在，则食欲随之下降，多好的饭菜也食之无味。,0,0,1,0,1,0,0,0
帖子讲述了攀枝花市新华中学２８岁的女教师李虹蓉，当着两名校领导，向一名学生及其亲属的面下跪。,0,0,0,1,0,0,0,0
他们会有美满的结局吗？,0,0,0,0,1,0,0,0
“１９４９年新中国成立后，很多当年参加长征的瑞金籍红军都回到了家乡，但朱吉薰却没有任何消息。,0,0,0,0,1,0,0,0
至于欧洲诸国，随时都可以去，还是先远后近为佳。,0,0,1,0,0,0,0,0
后来分手了，尽管我们做了那么久同学，但真正确立关系到分手就只有１００天，真的好准呀。,0,0,0,1,0,0,0,0
男儿有泪不轻弹，可谁知那伤心处呢？,0,0,0,1,0,0,0,0
告诉她要等到下午呢，于是，一天都在期盼中。,0,0,0,0,0,0,0,1
关于那时候快乐的回忆，还有很多很多。,0,0,1,0,0,0,0,0
祝我和姐姐牛气冲天！,1,0,0,0,0,0,0,1
教师并非不知道造假作文的危害及其现象的普遍性，但鉴于学生生活的贫乏，缺乏真情实感，故为了应试教育的需要，对作文中出现的造假现象，要么睁一只眼闭一只眼，要么干脆鼓励学生造假。,0,1,0,0,1,0,0,0
思念，是月光隔着窗的缘，透过它，你望着我，我想着你。,0,0,1,0,0,0,0,0
我不好意思看他，把眼睛投向窗外，心里却在想，有这种眼神的人，应该是有一颗比较纯净的心吧。,1,0,1,0,0,0,0,0
１１点３刻，电话铃突然响起，是幼儿园园长，我当时就紧张得舌头打颤，园长说了什么我也没听懂，只能问一句：我是不是需要马上去幼儿园么？,0,0,0,0,1,0,0,0
午天气很好。,1,0,0,0,0,0,0,0
笑的人当中有得利者和成功者，当然还有一些是支持者，看到自己心仪的选手成功登顶傻傻的笑了；哭的人当中有失望者和失败者，为什么没有失利者，是因为这种游戏中，电视台、赞助商、通信公司都是最大的获利者，没有人做赔本的生意。,0,0,0,0,1,0,0,0
现在想来，真是误人子弟，感觉无地自容。,0,1,0,1,0,0,0,0
可见，不得不无视融雪盐对环境的危害，以每年几十吨、上百万吨的盐倾泻在广袤的土地上。,0,0,0,0,1,0,0,0
看来这种现象在中国的历史够悠久的了。,0,0,0,1,1,0,0,0
世界上哪有什么快乐？,0,0,0,1,1,0,0,0
突然明白，当一头长发、球衣优雅中透着一丝颓唐地拖在短裤外面、“最后一个古典式后腰”的雷东多退役后，阿根廷的风花雪月就不应该回来了。,1,0,1,0,0,1,1,0
拿出真情，拿出真心交流，彼此关心，不要厌倦生活的琐碎，也不要总是那爱情生活当作生活的填补。,0,0,0,0,0,0,0,1
一个事情的质疑往往是相辅的，你在反问的时候，其实也在鞭策你自己能够完成那事情。,0,0,0,0,0,0,1,0
旅途给文学一个诗意的方向,0,0,1,0,0,0,0,0
春节期间的澳大利亚之行已经全部搞定，默默帮忙订了酒店以及在澳洲内陆的机票，全部都是四折的Ｓｔａｒｗｏｏｄ酒店，机票几乎相当于两折。,1,0,0,0,0,0,0,0
可冬至将至，洞庭湖畔却很难感受到一丝冬的气息，就算是不久前各级气象台预报的将降温十多度的北方冷空气来临，可实际上象强弩之末一样到了南方早没有了寒潮的威严，很短时间就又以连续的冬日暖阳普照大地让人几乎忘记了这本该肃然的寒冬。,0,0,0,1,1,0,0,0
他的课讲得有声有色，同学们都很喜欢。,0,0,1,0,0,0,0,0
开学了，我还是主动约他出去玩，可是被他以要看篮球比赛给拒绝了。,0,0,0,1,1,0,0,0
这个大男孩，从我见到的第一眼就疯狂的喜欢上他。,0,0,1,0,0,0,0,0
我总是小心翼翼地拨亮灯芯，展开书卷，认真研读，伏案思索，师长的教诲时时回荡在耳边。,0,0,1,0,0,0,0,0
这件事对我震撼很大，对于刚在工作中遇到挫折的我，对于正面临刚毕业的就业压力的弟弟，我们都从这件事上获得了很大的力量。,1,0,1,0,0,0,0,1
这个世界真好,0,0,1,0,0,0,0,0
他的精心照顾，即使你没有生病，只因疲劳过度，在他的关注下，你很快就恢复了健康。,1,0,1,0,0,0,0,0
博客给了我一次快乐的机会，我却从此因为这一次快乐而终日忧郁。,0,0,0,0,1,0,0,0
真的很意外。,0,0,0,0,0,1,0,0
但是现实的房子不会一直开窗，有太多的时候我们还是要面对现实，被现实包围。,0,0,0,0,1,0,0,0
“背叛”如果已经发生，你是否会轻松的转身离去？,0,0,0,0,1,0,0,0
来到一个新的地方，审视着这个社会的角落和过去的自己。,0,0,0,0,1,0,0,0
当她向好朋友诉说了自己即将要得到的情人节礼物时，那些单身贵族们都急切的想把自己给嫁出去，找个最有钱的老公，要什么有什么。,0,0,0,0,1,0,0,0
一直都没有他的消息，当年的同学现在好像几乎都找不到人影了，如今的我，也有了个很爱我，我也爱他的男友。,0,0,1,0,0,0,0,0
我说：再给彼此一些机会吧，感觉这东西不一定很灵的，不知道她会不会呢，有点空空的感觉，走不尽的无底洞，看到了光明，却是一只萤火虫，它是希望之光吗？,0,0,0,0,1,0,0,1
晚宴前，我们都吃了面包，因为晚宴一定是吃不饱的。,0,0,0,1,0,0,0,0
也许分开后就会渐渐淡忘，但那时，我想我会有遗憾，有失落，为一段不应该出现的感情，和一个情投意合的朋友！,0,0,0,1,1,0,0,0
你要挖空心思自己去找，就像当年石油勘探队员找油田一样，有时候费了不少劲还不一定找得着呢。,0,0,0,0,1,0,0,1
２３岁的赵承辉先后在该校一座宿舍楼和一座教学楼开枪打死３２人，随后自杀，另有１７人受伤。,0,0,0,1,0,0,0,0
立春一过，春天就来了，她看上象一个十一二岁的小姑娘，欢乐地在大地上奔跑，一双清澈明眸的大眼睛，惹人喜爱。,0,0,1,0,0,0,0,0
爱情里的使命也是一样，当使命之爱走到你的面前，你会感到骄傲，你应当知道这是来自你前世的未完成的的事业。,1,0,1,0,0,0,0,0
这届奥运会上，中国国奥保持了这种正常”这则经典的短信还会保留到２００９、２０１０甚至一万年。,0,1,0,0,0,0,1,0
那近在咫尺却远在天涯的痛楚，偿过了，才知什么是无声的呐喊。,0,0,0,1,0,0,0,0
我问了一下机组人员，年纪很大的空姐对我说，她也是平生第一次。,0,0,0,0,0,1,0,0
进入柞水后路就没那么好走了，似乎全柞水都在在开采石头的感觉，车子就开在那不平的石子上，有的路还很窄，让我真是有点担心。,0,0,0,0,1,0,0,0
生活的压力和坎坷，让我们的心情变得黯淡，有好多人为了事业的成功，因为太操劳还得了忧郁症。,0,0,0,0,1,0,0,0
可是我还是不满的对熊熊说：“你看别的新郎旁的女孩子都是那么漂亮，你羡慕吧”，想不到一向不懂得浪漫的他竟俯在我耳边说：“欣欣，不管怎么样，你在我心中是最美”，呵呵，说得我心里美滋滋的。,1,0,1,0,0,0,0,0
是我自己不够坚定，是我自己给他们的信任感和说服力不够，是我自己没树立好自己的强者形象。,0,0,0,0,1,0,1,0
不能让她出尔反尔。,0,0,1,0,0,0,0,1
强烈的“一代人”般的青春期自我认知，令人隐隐担扰。,0,0,0,1,1,0,0,0
如果我没有了父亲？,0,0,0,1,0,0,0,0
可我的家乡并不是这个样子。,0,0,1,0,0,0,0,0
有个好朋友提示我，你以后也可以尝试写一些军事文章的，我欣赏你的文笔。,0,0,1,0,0,0,0,0
若为美食故，两者谁可抛？,0,0,0,0,1,0,0,0
笑归笑，我默默地把社会调查的思想和方法记住并加以运用。,0,0,0,0,0,0,0,1
有一次英语早读，我在看小说《北方的河》，看得正来劲，吴老师来查课，撞上了，当场缴了我的小说。,0,0,0,0,1,0,0,0
杏树大小不一，我选择一棵硕大无朋，枝头低垂的杏树，铆足了劲儿，背过身像马尥蹶子一样，猛踹杏树，脚腕子都快肿了，结果是一颗杏未落；我刚想再接着踹，老汉说：“再交两毛！,0,0,0,1,0,0,0,0
此时寂静的月夜下，月光淡淡，笼罩了激情的风。,0,0,1,0,0,0,0,0
这变通并不是指变心，也不是要把爱情当作游戏看待，而是要学会该放手的就放手，应珍惜的就珍惜。,0,0,1,0,0,0,0,1
儿子与我不“亲”，这使我多少有些郁闷，有时候还很难受。,0,0,0,1,1,0,0,0
爱我的人和我爱的人，就是我的爱人。,0,0,1,0,0,0,0,0
雪花妖娆，我浅笑。,1,0,1,0,0,0,0,0
这让我很惊喜，不是已经都是枯叶了吗？,1,0,0,0,0,1,0,0
我也希望将来会过得好一些。,0,0,0,0,0,0,0,1
第三周去考试，虽然临试前还紧张的直想吐，但是进入考场内状态突然超常的好，加之监考员以和蔼面容相待，考试可谓是超常发挥，一把通过，这真是功夫不负有心人哪！,1,0,0,0,0,0,0,0
于是，他们就加写一些情色内容，或者是重复、罗嗦的文字。,0,1,0,0,1,0,0,0
坐在车上，心是忐忑的，拿出手机第一时间给朋友发了短信，将我搭乘的车型、车号甚至于车主的特征一一作了描述，然后便专心的看着窗外，努力地在黑暗中辨析着他开车的路线，生怕他有失常的举动。,0,0,0,0,1,0,0,0
没准，这批文物的应有价值体现不出来，还是小事，说不定捐出不到一个月，便被人偷盗走了，或者给破坏掉了；更有可能直接转变成人民币，充进某类官人的腰包里了。,0,1,0,0,1,0,0,0
但最终，我还是没问她，把对日本人的好奇暂时留下来了。,0,0,0,0,0,0,0,1
但愿网络在我国改革开放的进程中发挥越来越大的作用，营造人们畅所欲言生动活泼的氛围，促进社会和谐家庭和睦，推动中华民族早日实现伟大的复兴。,0,0,0,0,0,0,0,1
我把它命名为：网络爱情文化。,0,0,0,0,1,0,0,0
以后的这几天，单位里最关注的就是发生在四川汶川的７．８级的大地震。,0,0,1,0,0,0,0,0
日本人告诉我挪威给人的印象更多在于文化，先不说诺贝尔奖，包括蒙克画在日本的知名度都高得惊人，也许超过欧洲其他国家的画家。,0,0,1,0,0,1,0,0
闲聊几句茶话，请君倾听。,0,0,1,0,0,0,0,0
那样会开心很多、好过很多，许多时候是真的很开心，偶尔闹情绪时就安慰自己比我们过的不好的人多的去了，我们已经算是很幸福的了，所以要开心的活下去。,1,0,0,0,0,0,0,0
回到学校，还没来电，躺在床上沉沉的睡去了，晚饭时间很艰难的爬起来去吃了顿饭，回来接着睡。,0,0,0,1,0,0,0,0
极少有人能够真正静下心来做学问，或许国内的氛围也不适合这样投入。,0,0,0,0,1,0,1,0
嗨，不过仔细想想，她说的也不是完全没有一点道理！,0,0,1,0,0,0,0,0
这种混沌的日子，让我变得不再清晰，也不再睿智。,0,0,0,0,1,0,0,0
统统都会不要我！,0,0,0,1,0,0,0,0
只是让身心安静下来。,0,0,1,0,0,0,0,0
但是不能因强调这是过渡时期，就可以无视问题的存在。,0,1,0,0,1,0,0,0
它来，我欣然接受。,0,0,1,0,0,0,0,0
让人去年年体检的，不遗余力推销这种生活方式的，一定是体检机构。,0,0,0,0,1,0,1,0
或许，正是我这种所谓的自信让我变得更加脆弱。,0,0,0,0,1,0,0,0
而是采取谩骂，侮辱和诽谤的手段来达到攻击对方的目的。,0,1,0,0,1,0,0,0
其实我表面平静，内心已经很毛糙了，而且脑子被这一天的饭弄得有点发懵。,0,0,0,0,1,0,0,0
有了它，我就不带手表了，那只陪伴我多年的上海牌全钢平面快摆大开面的手表就此再也没有带过。,0,0,1,0,0,0,0,0
天哪，所有的人都找不到鞋，后来发现小五养的一只小狗，竟然将所有的鞋叼到床下一角，在上面睡觉！,0,0,0,0,1,0,1,0
一点生根素、半盆酸性黄土，斜廊的屋檐下，诗意的生长着。,0,0,1,0,0,0,0,0
事实上，如果没有中国买家的出现，那些拍卖很难卖出太高的价钱，即便有也不过是诱惑中国人的一个幌子而已。,0,1,0,0,0,0,0,0
大学时代已遥不可及，只剩下我们曾经同宿舍的结果。,0,0,0,1,0,0,0,0
尽管有关人士提醒其他学生，到香港上学费用昂贵，但和去国外上学相比，还是便宜的，更何况香港离家近，来去都更方便。,0,0,1,0,1,0,0,0
我们哥儿几个欢呼跳跃，三下五除二就把这顿美餐给报销了，我清楚地记得我小弟用最后一点馒头去擦那碗边的一点儿肉末。,1,0,1,0,0,0,0,0
爸爸，从今以后女儿会给您更多的爱，请让我适时的为您整一整衣领，扣好扣子，系一系鞋带。,0,0,1,0,0,0,0,1
车祸,0,0,0,1,1,0,0,0
这句话很中性，看不出我是愿意还是不愿意。,0,0,1,0,0,0,0,0
爸爸，女儿用爱陪你踏上夕阳之旅,0,0,1,0,0,0,0,0
好员工是绝不会跟老板斗气的，好员工寻求的是合作方案，跟老板一块合作，一块分钱。,1,0,1,0,0,0,0,0
请问，逼老师下跪是什么罪？,0,1,0,1,0,0,0,0
而反对方延长了假期总量以扩大居民福利、弘扬传统文化等说法，结合今天情势已经显得脆弱乏力，鄙人就不展开论述了。,0,1,0,0,0,0,0,0
女友在忙乱中终于用一脸的疲倦和日渐粗糙的皮肤换来了今天的房子、车子和位子！,0,0,0,1,0,0,0,0
甚至，此案能否被法院受理，都很难说。,0,0,0,0,1,0,0,0
喜欢一切已经过去的，古典的东西。,0,0,1,0,0,0,0,0
追求利润的最大化是市场化企业的正常追求，但国有企业不应该这样，国有垄断企业更不能这样。,0,1,0,0,1,0,1,0
“再来半包”想忽悠谁,0,1,0,0,0,0,0,0
还是在寻找归宿？,0,0,0,0,1,0,0,0
可是刚要上楼梯时，由于我走得比较慢，排在第二的谢翔小朋友抢先踏上了楼梯，我本来也没在意，可排在第一的刘丹却一把拉住了谢翔，警告他说：“谢翔你排哪里？,0,0,0,0,0,1,1,0
没有同情，人就不是人，社会就不是人呆的地方。,0,1,0,0,1,0,0,0
生如夏花,0,0,1,0,0,0,0,0
我曾经为了她而努力开创自己的事业，每天都在准备着我事业上的起飞，我希望在今后能给予她一个美好的物质未来。,0,0,1,0,0,0,0,1
每次车驶过门前时，我都要不由自主地向那里望去，寻找着那个熟悉的身影，那个让我曾经有着甜蜜的快乐，抑郁的心痛的人。,0,0,0,1,0,0,0,0
他抽烟，喝酒，逃学，打架，霸道，固执……,0,1,0,0,0,0,0,0
这些菜是我们家的媳妇们亲手制作，吃得开心，吃得痛快。,1,0,0,0,0,0,0,0
董少鹏之山寨爱国，伟大的证劵时报居然也捕风捉影，这样的小儿科充其量也就是某个县城街头的小报才能想得出和干得出来。,0,1,0,1,0,0,1,0
而且，共产党的干部也只能做群众的儿女。,0,0,1,0,0,0,0,0
总之，一旦你觉得你是一个有用之人的时候，你就会产生一种幸福快乐的感觉。,1,0,1,0,0,0,0,0
富贵在外人眼里是多么的美好和令人向往，可谁知她们终日愁思不减，枕边泪千行，娇美的容颜也会因无爱的婚姻而早早老去，再昂贵的化妆品也难遮住那斑斑泪痕。,0,0,0,1,1,0,0,0
还好，大环境开始改变，正在我们为房子问题急得团团转的时候，我们单位盖新楼了。,1,0,0,0,1,0,0,0
那一针青霉素使我整个屁股一条腿疼得找不着北，叭在床上半天起不来身，回家的路上拉了胯一样一瘸一拐。,0,0,0,1,0,0,0,0
一袋橘子的感动,1,0,0,0,0,0,0,0
母亲赶紧作了荷包蛋给我吃，说要给我补补，我呢，带着还没有干的泪水，出去玩了，害的母亲跟在我后面紧着说“小心、小心点呀！,0,0,0,0,1,0,0,0
霎时间，天府成地狱，俊秀遍创痍。,0,0,0,1,1,0,0,0
这样的心愿你许了很多，你说在等待你美丽又可爱的新娘，来一个个地遂愿。,1,0,1,0,0,0,0,1
卷铺盖走人，何苦要如此兴师动众，搞得沸沸扬扬，纯属矫情。,0,1,0,0,0,0,0,0
你青春的脸庞第一时间映在我的眸子里，我惊喜地将你搂在怀里，双臂紧紧地，紧紧地抱着你宽阔的双肩。,1,0,1,0,0,0,0,0
中国的大地上正在进行“开学第一课”的教育，可惜，你们已经不需要了，但我知道，你们肯定在向上苍祈求人间不要再发生同样的悲剧。,0,0,0,1,0,0,0,1
比如：“今天一口咬住了猪骨头，险些把牙给崩了！,0,0,0,1,0,0,0,0
当他终于可以回到故乡，一些隐约的记忆再次重现，可是某些东西已经一去不返。,0,1,0,1,0,0,0,0
不知道为什么，看着别人的伤心日记，自己居然也哭的那么伤心，跟自己的事情一样！,0,0,0,1,0,1,0,0
进去才知道，这种ＳＡＭＥ　ＤＡＹ　ＳＵＲＧＥＲＹ的小手术，患者从外表看都跟好人儿似的。,1,0,0,0,0,1,0,0
张父说：功课是六分天分，四分努力；跑步是四分天分，六分努力。,0,0,0,0,0,0,0,1
只因华丽都的龙虾价廉物美，每公斤只售二百六十法郎，确实抵食。,0,0,1,0,0,0,0,0
女人，你能保证，你的男友可以陪你走完今生吗？,0,0,0,0,1,0,0,0
校园内加强了教师的监管和巡视。,0,0,0,0,0,0,0,1
来自五大洲的２０４个国家或地区代表团，８０多位国家元首、政府首脑和王室成员，以及数万名来自世界各地的观众参加了开幕式。,1,0,0,0,0,0,0,0
人生主要是一个过程，结果只不过是几分钟的宠辱。,0,0,0,0,0,0,0,1
一直认为人生最珍贵的是健康，健康是一切幸福的基石。,0,0,1,0,0,0,0,0
少鹏不蠢，不过在演绎一次政治小丑的脚本。,0,1,0,0,0,0,0,0
英俊潇洒的川剧变脸，至真至善的各色脸谱，在他的抬手瞬间，变化无穷。,0,0,1,0,0,0,0,0
春节是个欢乐祥和的节日，也是亲人团聚的日子，离家在外的孩子在过春节时都要回家欢聚。,1,0,0,0,0,0,0,1
７点发生爆炸案，云南网、春城晚报记者当即赶赴现场，８点多云南网就挂出相关讯息和现场图片、地形图。,1,0,1,0,0,0,0,0
却不知要寄往何方。,0,0,0,0,1,0,0,0
无论走遍天涯海角，终有一条属于自己的。,0,0,1,0,0,0,0,1
我信父亲的，尽管很痛，仍不哭不闹，让他包扎。,0,0,1,1,1,0,0,0
过去看见火山都是在电视上，也知道北海道火山有名，但觉得离它很远，谁知人生有一天让我离北海道火山这么近。,0,0,1,0,1,0,0,0
其实喜欢一个人，并不一定要和他在一起，虽然有人常说“不在乎天长地久，只在乎曾经拥有”，但是并不是所有人都会快乐。,1,0,1,0,0,0,0,1
每次看他的片子，总有想写点儿什么的愿望。,0,0,0,0,0,0,0,1
让我们无法不叹息。,0,0,0,1,1,0,0,0
可是，想过之后，更觉得自己愚蠢。,0,1,0,0,0,0,0,0
欣慰的是，经历过这次感情上的洗礼，鞭策着我在事实里渐渐长大。,1,0,0,0,0,0,0,0
我的那些久未谋面的故人啊，你们都还好吗？,0,0,0,0,1,0,0,0
２．她虽然有点难看，但她善良纯真；３．请拿出具体的整容意见来，让我们共同努力让她变得好看点；４．还是有进步的，比去年长得好看多了；５．这是极少数人想歪曲真相，是别有用心的煽动，究竟有何居心？,1,0,1,0,1,0,0,0
我一说到这些真的太恐惧了，我想先做点自己想做的事情，先挣点积蓄再说我们的事情，更何况年龄也不大，不用急。,0,0,0,0,1,0,0,1
我们满怀期待的来到，这个牵动着多少人梦想的美丽城市，但这里却没有给我们留下太多美好的回忆。,0,0,0,1,0,0,0,0
有一个留美的华裔作家发问，你们募捐，要我掏钱出来，首先你的整个援助计划得打动我，我还要知道我的钱都花在什麽地方，我捐出去的每分钱是不是都真正发挥作用了。,1,0,1,0,1,0,0,1
化学奶粉,0,1,0,0,0,0,0,0
浪漫不用太刻意，表达爱也不用太刻意；你可以把“钱”字挂在嘴边上，但是不要做个守财奴；没有漂亮的衣服也没关系，每天将自己打理得干净整齐，赏心悦目就成……,1,0,1,0,0,0,0,0
偶尔有人表扬我深入浅出的时候，心里总是得意暗笑，深入是不可能了，浅出那是一定的。,1,0,0,0,0,0,0,0
我知道朋友一定是想家了。,0,0,1,0,0,0,0,0
他已经没有擦肩而过的帅哥那样神秘，没有隔壁班的男生那样有趣，甚至没有一个陌生的网友更有吸引力。,0,1,0,1,1,0,0,0
我们平民老百姓就关心柴米油盐，就关心小罗梅西能不能参赛，就关心姚明刘翔的伤怎么样了，就关心谁唱奥运主题曲。,0,0,1,0,0,0,0,1
毕竟在公园内她们要以２－３倍的价格购置。,0,0,0,0,1,0,0,0
把它摆在宽大的餐桌中间，还一定要有一块柔软美丽的桌布，布的质地，一定要是纯棉的。,0,0,1,0,0,0,0,0
”下面轮我疑惑了，敢情巴扎买刀是这规矩啊！,0,0,0,0,1,1,0,0
《爱情呼叫转移－爱情左右》没有前面《命运呼叫转移》好看，《命运呼叫转移》别出心裁，独具匠心，针砭时弊，讽刺有味。,0,0,1,0,0,0,0,0
光到东京，不往别处去，最好赶上秋高气爽，像涩谷和原宿、像秋叶原这一带，经常会聚集一群色彩斑斓的少男少女，与此相比，如果往青山那边走走，同样也是好天气，偶尔能碰上街头的模特摄影，一大帮工作人员围着美女打转转儿，兴师动众，有时不留神听到她们的谈话，这才发觉美女原来是个大牌儿，下图二是美女模特山田优正在拍摄的街景。,0,0,1,0,0,0,0,0
有些人，继续着孤独与隐藏。,0,0,0,1,1,0,0,0
谁也无法再回到过往。,0,0,0,1,0,0,0,0
据说现在旅行社已经为他们换了旅馆，他们目前都不愿意接受采访。,0,1,0,0,0,0,0,0
忽悠顾客的结果必然是忽悠自己，这个真理需要所有的商家记取。,0,1,0,0,0,0,1,0
夜色袭来，你的脸渐渐模糊在深邃的山谷。,0,0,0,0,1,0,0,0
我一直很赞同，所以我深深地记住了。,0,0,1,0,0,0,0,0
日本是一个仪式与工匠并重的国家，尤其是后者，接触过无数次以后，发现他们的想法简单得十分意外，几乎每个念头都是从一个瞬间闪现出来的，从来不需要连篇累牍，也不需要长篇大论，想到了点子上就干，跟你没什么商量。,0,0,1,0,0,1,0,0
打开彩票网，点击双色球新公布的号码，蓝号是１２，看看自己的彩票，有两注是１２，开心啊，心想这回不赔了。,1,0,0,0,0,1,0,1
当然他们也高兴我这么勤奋，只是他们不知道我这么拼命的理由。,1,0,1,0,0,0,0,0
于是我开始了抵触，很久很久，就这样，他在痛苦，我也在煎熬。,0,0,0,1,1,0,0,0
撒旦正疯狂地寻找着他的情人。,0,0,0,0,1,0,0,0
立在哪儿了？,0,0,0,0,0,0,0,1
爱情是一种什么样的脾气？,0,0,0,0,1,0,0,0
万幸的是：一宿没事。,1,0,0,0,0,0,0,0
小心的为它抹去灰尘，然后抱在怀里。,0,0,1,0,0,0,0,0
石林的美，是许多人都领略过的，那清澈碧绿的水，灵动炫丽的鱼，错落有形的石，青翠欲滴的草，蓝得透澈的天。,0,0,1,0,0,0,0,0
这样的日子好像过了很久，突然有一天你找到了我，却并非认识我，以一个陌生朋友的喜欢重新开始，我却郑重的告诉你：我只喜欢你的文章，仅此！,0,0,0,1,0,0,0,0
而中国，也彰显出作为崛起的大国的责任，虽然四川受灾，但仍尽力帮助缅甸灾区，派出救援队并积极提供了物资方面的支持。,1,0,1,0,1,0,0,0
很多时候我们可能都需要这样决绝地于过去的岁月做个了断。,0,0,0,1,1,0,0,0
还有一首歌叫《认真的雪》，不知夙愿未了的谭雪一旦认真起来，能否在她２８岁时，还能携剑于伦敦城下，再次慷慨论剑？,0,0,1,0,0,0,0,1
半颗心装着悲观，半颗心装着乐观，永远在矛盾中挣扎。,0,0,0,1,1,0,0,0
呵呵，知道我是什么怎么样的吗？,0,0,0,0,1,0,0,0
年青的时候先拼命玩儿，到老的时候再工作？,0,0,0,0,1,0,0,0
小的时候家里不富裕，所以根本就没有钱买玩具。,0,0,0,1,0,0,0,0
排在第二的翔翔也抢着在我手上亲了一下！,1,0,1,0,0,1,0,0
听妈妈的话，注意生活的细节，这样，我们就能健康平安。,1,0,1,0,0,0,0,0
生在闽南这个环境中，倒是对这种情况习以为常了，记忆中刚去福州读书时，看到福州的男人洗衣做饭，倒是让我有那么一点点不习惯　　。,0,0,1,0,0,0,0,0
１０月２５日，他终于给我打电话了，可是让我担心的变故果然发生了，我一下子从幸福顶端掉落痛苦的深渊。,0,0,0,1,1,0,0,0
是否后悔曾经爱过？,0,1,0,0,1,0,0,0
然而，幸福也是对好好活着的一种体验。,0,0,1,0,0,0,0,1
王妹是孤单的，也是寂寞的，喜欢站在人潮涌动的街头，看着人来人往的人群，就静静的看着。,0,0,0,1,0,0,0,0
你哭了我会更疼的。,0,0,0,0,1,0,0,0
”唐山二中党委副书记李洪义声音哽咽着对记者说。,0,0,0,1,0,0,0,0
偶尔能去朋友家蹭饭就似是过了年。,0,0,0,1,0,0,0,0
如果你愿意，一定要在我去之前告诉我。,0,0,0,0,0,0,0,1
夏日的风，总是那么多情，仿佛时光温柔的手，摩挲着我柔软的头发，抚摸着我往昔的情怀。,1,0,1,0,0,0,0,0
后奥运的历史失落,0,0,0,1,0,0,0,0
其实离开一个公司，好像离开一段还没有败坏的感情一样，很难割舍。,0,0,0,1,0,0,0,0
什么时候死？,0,0,0,1,0,0,0,1
曾经的办公室，最喜欢的就是在美丽的冬季，围坐在火炉旁，一边烤着花生、红薯、馍片……一边把笑声融合在那祥和的蒸汽中，忘记了这个季节的特色。,0,0,1,0,0,0,0,0
当秋天的第一片黄叶轻柔的落在我的肩膀的时候，我想起了你……,0,0,1,0,0,0,0,0
你还会有失落感吗？,1,0,0,0,0,0,0,0
霍香正气水是一味良剂，是我吃过的最苦的药，间有麻辣，入口即如蜂蜇，下喉如过热油，但药效奇佳，凡暑天略感不适时，吃下一剂，可谓药到病除。,0,1,1,0,0,0,0,0
赵颖慧就是英雄，是那种第一个去炸碉堡、牺牲自己也在所不惜的英雄，是那种为掩护同伴（比如杜丽）夺金甘愿默默无闻隐姓埋名的英雄。,0,0,1,0,0,0,0,0
我合上眼睛，回味着，想象着。,0,0,1,0,0,0,0,0
最近，总是有困惑的朋友问我：两个人怎样才能好好相处？,0,0,0,0,1,0,0,0
婆婆说，不知道她，老师那过得好不好，今天生日吃什么？,0,0,0,0,1,0,0,0
北海道还是真地道，名不虚传。,0,0,1,0,0,0,0,0
我说：“把垃圾扔了吧。,0,0,0,0,0,0,0,1
一来二去，俨然成了故交。,0,0,1,0,0,0,0,0
２００８年是我沉寂的一年，从很多人的视线中消失。,0,0,0,0,1,0,0,0
我粗粗看了一下，除了老农马广福的“最牛信心奖”是褒义之外，其他的奖项都多少透着点调侃的味道，令人忍俊不禁。,0,0,1,1,1,0,0,0
晚上孩子睡着了，老婆说看电影吧。,0,0,0,0,0,0,0,1
玩累了，我们决定往回走，沿着河边，我不时的把小石头扔进河里，女儿见了也学着我，不过她的力气太小了，扔不进去，有点沮丧，老公抱起女儿，嘿，进去了，女儿高兴的唱起了歌。,1,0,0,0,0,0,0,0
他应该很清楚最近一段时间以来，中法关系因达赖已经闹得很紧张了！,0,0,0,1,1,0,0,0
最后很可能演变成又是公务员涨工资，不能实现全民受惠。,0,0,0,1,1,0,0,0
在哪儿？,0,0,0,0,1,0,0,0
况且假期实在短暂。,0,1,0,0,0,0,0,0
虽然自己家里也常喝该品牌的瓶装饮用水，但因为出于对知名品牌及其提出的“健康饮水新概念”的完全信任，确实从未仔细研究过标签上的说明。,0,0,0,0,1,0,0,0
现在，生活平静且幸福，那落寞似乎是上辈子的事了，又似乎就只是在昨天。,0,0,1,1,0,0,0,0
一个人住的地方如果没有厨房，那只能称为宿舍而绝不能称为家，而这个人大概也是单身居多。,0,0,0,0,1,0,0,0
我一点都不觉得好笑，只是感到一些悲哀。,0,0,0,1,1,0,0,0
从看到他那一眼开始，我就在心里想起了人家给我算命说我早晚是嫁回去了，我当时是很不屑一顾的，我是铁了心不回去　，可是他不在家里工作，也可以不回去　，但是过年过节还能回去，正好符合我父母的心愿，真的是冥冥中早就注定好的吗？,0,0,0,0,1,0,0,0
